customer_id,segment,acquisition_channel,join_date
2779,Low Value,Organic,2024-03-09
2780,Medium Value,Paid Ads,2023-11-06
2781,Low Value,Paid Ads,2024-01-27
2782,Low Value,Email,2023-04-02
2783,High Value,Email,2023-12-19
2784,Low Value,Paid Ads,2023-08-03
2785,Bargain Hunter,Paid Ads,2023-11-12
2786,High Value,Organic,2024-05-18
2787,High Value,Organic,2024-03-03
2788,Low Value,Email,2024-03-17
2789,Medium Value,Paid Ads,2023-05-18
2790,Medium Value,Organic,2023-04-23
2791,Medium Value,Social,2023-07-10
2792,Medium Value,Email,2023-07-16
2793,Medium Value,Affiliate,2024-02-23
2794,Medium Value,Affiliate,2023-04-22
2795,Bargain Hunter,Organic,2023-10-28
2796,High Value,Organic,2023-03-07
2797,Medium Value,Email,2024-05-04
2798,Medium Value,Social,2023-01-10
2799,High Value,Social,2023-01-08
2800,Low Value,Social,2023-02-12
2801,High Value,Paid Ads,2023-01-08
2802,Medium Value,Paid Ads,2023-09-30
2803,Bargain Hunter,Paid Ads,2023-12-12
2804,Low Value,Paid Ads,2023-12-18
2805,Bargain Hunter,Social,2024-01-05
2806,Low Value,Paid Ads,2023-02-28
2807,Bargain Hunter,Social,2023-04-13
2808,High Value,Social,2024-02-16
2809,Low Value,Social,2023-05-23
2810,High Value,Organic,2024-06-27
2811,Medium Value,Email,2023-09-12
2812,Medium Value,Email,2024-05-01
2813,Low Value,Email,2023-01-04
2814,Bargain Hunter,Affiliate,2023-11-26
2815,High Value,Paid Ads,2023-02-16
2816,Bargain Hunter,Email,2024-03-30
2817,Medium Value,Paid Ads,2023-03-25
2818,Medium Value,Affiliate,2024-05-02
2819,Bargain Hunter,Social,2023-04-13
2820,Low Value,Paid Ads,2023-07-19
2821,Low Value,Social,2024-08-08
2822,Low Value,Email,2023-02-02
2823,High Value,Social,2023-11-05
2824,Low Value,Affiliate,2024-04-23
2825,Medium Value,Paid Ads,2023-04-29
2826,Medium Value,Paid Ads,2023-09-07
2827,Medium Value,Social,2023-04-02
2828,High Value,Affiliate,2023-01-30
2829,Medium Value,Affiliate,2024-01-28
2830,Low Value,Organic,2023-09-21
2831,Low Value,Affiliate,2023-05-07
2832,Low Value,Affiliate,2024-05-18
2833,High Value,Email,2023-08-18
2834,Bargain Hunter,Social,2023-03-08
2835,Low Value,Paid Ads,2024-01-26
2836,Low Value,Social,2024-03-23
2837,Low Value,Organic,2023-04-29
2838,Medium Value,Organic,2023-12-15
2839,Low Value,Affiliate,2023-04-29
2840,Low Value,Organic,2023-11-17
2841,Bargain Hunter,Email,2023-01-02
2842,Medium Value,Email,2023-07-14
2843,Low Value,Affiliate,2023-11-24
2844,Low Value,Social,2023-05-10
2845,Low Value,Email,2023-08-16
2846,High Value,Organic,2024-04-16
2847,Medium Value,Social,2023-10-31
2848,Low Value,Paid Ads,2024-04-11
2849,High Value,Paid Ads,2023-02-05
2850,Low Value,Paid Ads,2023-05-07
2851,Medium Value,Social,2024-08-10
2852,Medium Value,Social,2024-05-21
2853,Medium Value,Affiliate,2023-03-02
2854,Bargain Hunter,Paid Ads,2023-08-04
2855,Low Value,Affiliate,2023-08-19
2856,Low Value,Organic,2023-07-03
2857,Bargain Hunter,Email,2023-11-03
2858,Bargain Hunter,Email,2023-06-13
2859,Bargain Hunter,Paid Ads,2023-12-12
2860,Medium Value,Paid Ads,2023-12-23
2861,Low Value,Paid Ads,2024-06-24
2862,Low Value,Paid Ads,2023-07-19
2863,Low Value,Paid Ads,2023-04-10
2864,High Value,Social,2024-08-17
2865,Bargain Hunter,Organic,2023-11-08
2866,Medium Value,Organic,2023-05-21
2867,Medium Value,Paid Ads,2023-05-29
2868,Medium Value,Social,2023-07-20
2869,Low Value,Organic,2024-08-12
2870,High Value,Social,2023-06-01
2871,Medium Value,Affiliate,2023-06-22
2872,Bargain Hunter,Organic,2024-04-30
2873,Medium Value,Organic,2024-06-11
2874,Low Value,Email,2023-06-02
2875,Low Value,Paid Ads,2023-02-04
2876,High Value,Paid Ads,2023-11-06
2877,Low Value,Affiliate,2024-01-20
2878,Low Value,Affiliate,2023-04-02
2879,Low Value,Social,2024-01-27
2880,Medium Value,Email,2024-01-12
2881,High Value,Organic,2023-05-05
2882,Medium Value,Email,2024-06-05
2883,Medium Value,Email,2024-08-09
2884,Medium Value,Email,2023-04-07
2885,Low Value,Organic,2024-05-10
2886,Bargain Hunter,Email,2023-11-02
2887,Low Value,Organic,2023-03-07
2888,Low Value,Social,2024-07-04
2889,Medium Value,Social,2023-01-21
2890,Medium Value,Social,2024-06-26
2891,Medium Value,Paid Ads,2024-08-21
2892,Low Value,Social,2023-05-08
2893,Low Value,Organic,2023-05-01
2894,Medium Value,Email,2023-07-04
2895,High Value,Paid Ads,2023-11-18
2896,High Value,Organic,2023-07-31
2897,Low Value,Organic,2023-09-20
2898,Bargain Hunter,Organic,2023-05-08
2899,Low Value,Paid Ads,2024-07-11
2900,Medium Value,Affiliate,2023-01-01
2901,Medium Value,Organic,2024-06-15
2902,Bargain Hunter,Paid Ads,2024-06-30
2903,Medium Value,Email,2023-11-17
2904,Low Value,Affiliate,2023-12-27
2905,Low Value,Paid Ads,2023-04-12
2906,Low Value,Organic,2023-02-07
2907,Medium Value,Paid Ads,2023-08-09
2908,Bargain Hunter,Email,2023-08-10
2909,Low Value,Paid Ads,2024-03-08
2910,High Value,Paid Ads,2024-01-26
2911,Low Value,Organic,2024-04-12
2912,High Value,Paid Ads,2024-03-11
2913,Bargain Hunter,Organic,2023-07-28
2914,High Value,Email,2023-07-17
2915,Low Value,Email,2024-06-07
2916,Low Value,Paid Ads,2023-06-07
2917,Medium Value,Social,2024-01-24
2918,High Value,Email,2023-03-21
2919,Medium Value,Paid Ads,2024-07-15
2920,Medium Value,Paid Ads,2023-04-02
2921,Medium Value,Paid Ads,2023-10-07
2922,High Value,Social,2023-10-08
2923,High Value,Paid Ads,2023-08-16
2924,Medium Value,Organic,2023-05-07
2925,Medium Value,Email,2023-11-10
2926,Low Value,Social,2023-04-08
2927,Low Value,Email,2023-10-16
2928,Low Value,Email,2023-02-19
2929,Medium Value,Affiliate,2024-02-03
2930,Medium Value,Social,2024-06-28
2931,Low Value,Social,2024-02-17
2932,Medium Value,Organic,2023-01-10
2933,Low Value,Email,2023-05-10
2934,High Value,Email,2023-10-01
2935,High Value,Email,2024-01-15
2936,Low Value,Organic,2024-03-04
2937,Low Value,Organic,2023-12-29
2938,Low Value,Paid Ads,2023-10-10
2939,Bargain Hunter,Paid Ads,2023-08-23
2940,Medium Value,Social,2023-11-09
2941,Medium Value,Paid Ads,2023-04-03
2942,Low Value,Organic,2023-09-03
2943,Bargain Hunter,Organic,2023-02-28
2944,High Value,Paid Ads,2024-05-19
2945,Low Value,Organic,2024-03-10
2946,Low Value,Affiliate,2023-05-20
2947,Medium Value,Paid Ads,2024-06-29
2948,Low Value,Paid Ads,2023-07-14
2949,Bargain Hunter,Email,2024-03-11
2950,Low Value,Email,2023-09-08
2951,Bargain Hunter,Email,2024-06-24
2952,Low Value,Organic,2024-04-04
2953,Bargain Hunter,Email,2024-06-20
2954,Bargain Hunter,Organic,2024-01-11
2955,Low Value,Paid Ads,2023-02-22
2956,Medium Value,Paid Ads,2024-01-18
2957,Bargain Hunter,Paid Ads,2023-09-13
2958,Low Value,Social,2023-05-01
2959,Medium Value,Paid Ads,2023-09-29
2960,Medium Value,Email,2024-08-05
2961,Medium Value,Affiliate,2024-06-11
2962,Low Value,Organic,2024-04-19
2963,Bargain Hunter,Social,2023-02-28
2964,Medium Value,Email,2023-12-03
2965,Medium Value,Organic,2023-12-25
2966,Bargain Hunter,Organic,2023-12-30
2967,High Value,Paid Ads,2023-07-22
2968,High Value,Paid Ads,2023-06-07
2969,Medium Value,Affiliate,2023-01-08
2970,Medium Value,Email,2023-08-20
2971,Medium Value,Paid Ads,2024-01-09
2972,Medium Value,Organic,2023-10-03
2973,High Value,Paid Ads,2024-03-25
2974,Medium Value,Paid Ads,2024-03-20
2975,High Value,Social,2023-07-23
2976,High Value,Paid Ads,2023-05-17
2977,Medium Value,Email,2023-02-02
2978,Medium Value,Organic,2024-05-05
2979,Bargain Hunter,Affiliate,2023-05-02
2980,Medium Value,Email,2023-05-11
2981,Medium Value,Social,2024-02-14
2982,Low Value,Affiliate,2024-02-03
2983,High Value,Affiliate,2023-01-22
2984,High Value,Paid Ads,2023-01-14
2985,Low Value,Organic,2023-12-17
2986,Medium Value,Email,2023-01-09
2987,Medium Value,Paid Ads,2024-05-12
2988,High Value,Paid Ads,2023-06-06
2989,Low Value,Organic,2023-10-15
2990,Low Value,Social,2023-09-11
2991,Low Value,Paid Ads,2024-04-30
2992,Low Value,Social,2024-05-29
2993,Low Value,Organic,2023-06-02
2994,Medium Value,Organic,2023-02-09
2995,Medium Value,Organic,2023-05-30
2996,Medium Value,Email,2023-04-04
2997,Bargain Hunter,Paid Ads,2024-06-21
2998,Medium Value,Email,2023-08-25
2999,Medium Value,Paid Ads,2023-03-04
3000,Low Value,Email,2023-11-08
